epoch,train_loss,train_acc,val_loss,val_acc
0,1.9300654954455454,0.3058823529411765,1.138724875576251,0.5
1,0.9841848979128737,0.5970588235294118,0.5355365292541648,0.7166666666666667
2,0.6486082207155317,0.7058823529411765,0.5213508433744796,0.7166666666666667
3,0.5689481892115137,0.7352941176470589,0.5002874135971069,0.7166666666666667
4,0.8276637850272814,0.7411764705882353,0.4723904448367345,0.7333333333333333
5,0.4698112231121468,0.7764705882352941,0.4122960319897781,0.7333333333333333
6,0.4514352843976641,0.7705882352941177,0.4619100249061982,0.7333333333333333
7,0.47085517693899503,0.7823529411764706,0.4290039728356836,0.7333333333333333
8,0.5173287746229928,0.7705882352941177,0.3786187390026271,0.7333333333333333
9,0.39698400082349805,0.7617647058823529,0.3723688729553468,0.7333333333333333
10,0.4044815988612299,0.7794117647058824,1.0820479989051819,0.7
11,0.5903220083271734,0.7647058823529411,0.3705070823431015,0.7333333333333333
12,0.31873284612117714,0.8117647058823529,0.36830698053042094,0.7333333333333333
13,0.4266655758023008,0.7647058823529411,0.3725188672542572,0.7333333333333333
14,0.384746232410565,0.7794117647058824,0.37546076575915016,0.7333333333333333
15,0.32760711981065793,0.8029411764705883,0.3818526158730189,0.7333333333333333
16,0.35892445703142156,0.8029411764705883,0.3782324592272441,0.7333333333333333
17,0.36010545483406853,0.7941176470588235,0.3826225141684214,0.7333333333333333
18,0.47870338733905005,0.7852941176470588,0.36481855710347494,0.75
19,0.5343135989567439,0.7588235294117647,0.5311078210671742,0.7166666666666667
20,0.2796532727336639,0.8088235294117647,1.515598624944687,0.6833333333333333
21,0.4283176062988145,0.7735294117647059,0.38056534081697463,0.7333333333333333
22,0.31515743591677553,0.8117647058823529,0.3689079095919927,0.7333333333333333
23,0.3475621779175366,0.7941176470588235,0.37194723188877105,0.7333333333333333
24,0.39482879235463986,0.8147058823529412,0.39544997016588845,0.75
25,0.4210291031090652,0.8,0.3869941317088281,0.7333333333333333
26,0.31811155460069557,0.8088235294117647,0.3968764846523603,0.7333333333333333
27,0.3826470616983871,0.7970588235294118,0.3889832869172096,0.7333333333333333
28,0.30190584589453306,0.8058823529411765,0.39763842672109606,0.7333333333333333
29,0.3750593777088558,0.788235294117647,0.3929011717438698,0.7333333333333333
30,0.3012577569660018,0.8117647058823529,0.38019494464000064,0.7333333333333333
31,0.3325832824496662,0.8147058823529412,0.36873766978581746,0.7333333333333333
32,0.32793202864773136,0.8088235294117647,0.36966857612133025,0.7333333333333333
33,0.376243717091925,0.7764705882352941,0.3663764456907908,0.7333333333333333
34,0.3224014176165356,0.7823529411764706,0.36744420329729716,0.7333333333333333
35,0.41668591324020837,0.788235294117647,0.5894302348295848,0.7333333333333333
36,1.2129263414697882,0.75,0.36421098510424293,0.7333333333333333
37,0.43822106596243804,0.7382352941176471,0.41632589598496755,0.7333333333333333
38,0.3490202516317368,0.8,0.40862491925557454,0.7333333333333333
39,0.2861692132318721,0.8,0.3651434014240901,0.7333333333333333
40,0.35131528184690125,0.7588235294117647,0.36484075486660006,0.7333333333333333
41,0.30365786666208056,0.7911764705882353,0.36547971367835996,0.7333333333333333
42,0.350265713299022,0.7764705882352941,0.364719166358312,0.7333333333333333
43,0.41090087347170884,0.788235294117647,0.36157289942105614,0.7333333333333333
44,0.41165956557481825,0.7735294117647059,0.36363495886325836,0.7333333333333333
45,0.33465723084176285,0.7941176470588235,0.3623759706815084,0.7333333333333333
46,0.3550763384146729,0.8029411764705883,0.36095038851102196,0.75
47,0.33616977512668683,0.7823529411764706,0.3626231501499812,0.7333333333333333
48,0.2829739675802343,0.7852941176470588,0.3615023096402486,0.7333333333333333
49,0.3186316151829327,0.7852941176470588,0.36305901209513347,0.7333333333333333
50,0.2890358130721485,0.8147058823529412,0.36156355241934457,0.7333333333333333
51,0.3034867295447518,0.7911764705882353,0.36044807235399884,0.7333333333333333
52,0.36609249763629015,0.7647058823529411,0.36023673514525095,0.7333333333333333
53,0.3273185661610435,0.788235294117647,0.36213350494702656,0.7333333333333333
54,0.2832799072651302,0.8029411764705883,0.3628415435552597,0.7333333333333333
55,0.28628656076924763,0.8,0.36114732424418133,0.7333333333333333
56,0.2965653771863264,0.8117647058823529,0.36138759354750316,0.7333333333333333
57,0.309877209002426,0.8088235294117647,0.361379544933637,0.7333333333333333
58,0.3172377535218188,0.8,0.36072693367799125,0.7333333333333333
